Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Mike Trout","LAA","ST",34,13,35,38,9,4,5,0,0,3,3,3,0,10,0,0,0,0,0,0,0.257142857,"Mike Trout","10155",545361
"Marcell Ozuna","PIT","ST",35,12,35,37,10,7,2,0,1,3,4,2,0,7,0,0,0,4,0,0,0.285714285,"Marcell Ozuna","10324",542303
"Gary Sánchez","MIL","ST",33,14,43,47,10,7,1,0,2,7,5,3,0,9,1,0,0,0,0,0,0.232558139,"Gary Sanchez","11442",596142
"Mark Canha","TEX","ST",37,14,38,39,12,9,0,0,3,6,6,1,0,6,0,0,0,1,2,1,0.315789473,"Mark Canha","11445",592192
"Yolmer Sánchez","LAA","ST",34,18,31,38,9,8,1,0,0,5,5,4,0,9,1,0,2,1,1,0,0.29032258,"Yolmer Sanchez","11602",570560
"Brandon Drury","KCR","ST",33,12,35,40,6,5,0,0,1,4,4,3,0,14,2,0,0,0,0,0,0.171428571,"Brandon Drury","11615",592273
"Nick Castellanos","SDP","ST",34,15,38,44,9,5,2,0,2,7,7,5,0,7,1,0,0,2,0,0,0.236842105,"Nick Castellanos","11737",592206
"Joc Pederson","TEX","ST",34,14,33,39,6,6,0,0,0,0,0,5,0,12,1,0,0,0,0,0,0.181818181,"Joc Pederson","11899",592626
"Ben Gamel","ATL","ST",34,11,34,35,7,1,2,0,4,7,7,1,0,12,0,0,0,0,0,0,0.205882352,"Ben Gamel","12160",592325
"Marcus Semien","NYM","ST",35,13,33,40,7,4,1,0,2,5,6,3,0,10,0,4,0,0,0,0,0.212121212,"Marcus Semien","12533",543760
"Trevor Story","BOS","ST",33,12,37,38,15,8,4,3,0,6,3,1,0,11,0,0,0,0,1,0,0.405405405,"Trevor Story","12564",596115
"George Springer","TOR","ST",36,12,32,37,10,6,2,0,2,9,5,5,0,5,0,0,0,1,0,0,0.3125,"George Springer","12856",543807
"Teoscar Hernández","LAD","ST",33,15,40,42,18,11,4,0,3,9,16,1,0,5,1,0,0,2,0,0,0.45,"Teoscar Hernandez","13066",606192
"Josh Bell","MIN","ST",33,15,37,47,12,9,2,0,1,2,5,9,0,8,1,0,0,2,1,0,0.324324324,"Josh Bell","13145",605137
"Max Muncy","LAD","ST",35,12,32,35,10,7,0,0,3,7,5,3,0,6,0,0,0,0,0,0,0.3125,"Max Muncy","13301",571970
"Ildemaro Vargas","ARI","ST",34,12,38,39,14,11,2,0,1,7,7,1,0,3,0,0,0,0,0,0,0.368421052,"Ildemaro Vargas","13324",545121
"Christian Walker","HOU","ST",35,12,32,35,3,1,1,0,1,2,2,3,0,9,0,0,0,1,0,0,0.09375,"Christian Walker","13419",572233
"José Ramírez","CLE","ST",33,14,34,40,8,3,2,0,3,4,10,5,0,9,0,1,0,0,3,1,0.235294117,"Jose Ramirez","13510",608070
"Patrick Wisdom","SEA","ST",34,12,37,38,9,6,1,0,2,7,8,1,0,18,0,0,0,0,0,0,0.243243243,"Patrick Wisdom","13602",621550
"Carson Kelly","CHC","ST",31,11,31,33,12,6,3,0,3,5,7,1,0,6,1,0,0,0,0,0,0.387096774,"Carson Kelly","13620",608348
"Jeimer Candelario","LAA","ST",32,18,46,53,11,2,4,1,4,8,10,6,0,16,1,0,0,2,0,0,0.239130434,"Jeimer Candelario","13621",600869
"Corey Seager","TEX","ST",32,14,33,40,8,5,1,0,2,7,4,6,0,11,1,0,0,2,0,0,0.242424242,"Corey Seager","13624",608369
"Tyrone Taylor","NYM","ST",32,12,28,31,9,3,4,0,2,7,7,1,0,5,1,1,0,1,0,0,0.321428571,"Tyrone Taylor","13675",621438
"Chris Taylor","LAA","ST",35,16,39,49,9,5,2,1,1,5,4,10,0,11,0,0,0,0,0,0,0.23076923,"Chris Taylor","13757",621035
"Rob Refsnyder","SEA","ST",35,13,36,40,6,3,2,0,1,2,3,1,0,12,3,0,0,1,0,0,0.166666666,"Rob Refsnyder","13770",608701
"Jorge Soler","LAA","ST",34,14,33,40,11,5,5,0,1,7,2,6,0,13,0,0,0,0,0,0,0.333333333,"Jorge Soler","14221",624585
"Matt Olson","ATL","ST",32,13,38,41,10,5,1,0,4,6,6,3,0,10,0,0,0,3,0,0,0.263157894,"Matt Olson","14344",621566
"Kyle Farmer","ATL","ST",35,12,35,36,14,12,1,0,1,3,5,1,0,7,0,0,0,0,0,0,0.4,"Kyle Farmer","14813",571657
"Mike Yastrzemski","ATL","ST",35,12,28,35,12,5,3,0,4,11,7,6,0,7,1,0,0,1,0,0,0.428571428,"Mike Yastrzemski","14854",573262
"Victor Caratini","MIN","ST",32,14,35,40,5,4,0,0,1,3,1,4,0,7,1,0,0,1,0,0,0.142857142,"Victor Caratini","14968",605170
"Ryan McMahon","NYY","ST",31,14,39,41,5,1,4,0,0,2,2,2,0,13,0,0,0,0,0,0,0.128205128,"Ryan McMahon","15112",641857
"Jake Bauers","MIL","ST",30,11,29,37,13,5,4,0,4,9,6,6,0,7,2,0,0,0,3,1,0.448275862,"Jake Bauers","15194",641343
"Mike Tauchman","NYM","ST",35,11,25,31,7,3,3,0,1,5,6,4,0,8,2,0,0,0,0,0,0.28,"Mike Tauchman","15274",643565
"Jeff McNeil","ATH","ST",34,15,37,41,9,7,1,0,1,3,4,3,0,4,1,0,0,1,0,1,0.243243243,"Jeff McNeil","15362",643446
"Dominic Smith","ATL","ST",31,11,31,35,8,6,1,0,1,5,4,3,0,4,1,0,0,0,0,0,0.258064516,"Dominic Smith","15653",642086
"Tyler Wade","TEX","ST",31,14,32,37,14,11,2,0,1,8,2,5,0,7,0,0,0,0,0,0,0.4375,"Tyler Wade","15730",642180
"Miguel Andujar","SDP","ST",31,16,42,50,11,7,1,0,3,9,9,6,0,9,1,1,0,0,1,0,0.261904761,"Miguel Andujar","15878",609280
"Willy Adames","SFG","ST",30,14,38,42,4,3,0,0,1,2,5,3,0,14,0,1,0,1,1,0,0.105263157,"Willy Adames","15986",642715
"Austin Slater","DET","ST",33,15,30,36,8,4,3,0,1,8,4,5,0,10,1,0,0,2,0,0,0.266666666,"Austin Slater","16153",596103
"Trea Turner","PHI","ST",33,13,37,44,5,1,4,0,0,7,4,6,0,6,1,0,0,1,0,0,0.135135135,"Trea Turner","16252",607208
"Pablo Reyes","SDP","ST",32,18,29,34,9,6,3,0,0,6,7,4,0,5,1,0,0,0,0,1,0.310344827,"Pablo Reyes","16357",622569
"Christian Arroyo","NYM","ST",31,12,27,31,6,5,0,0,1,3,5,3,0,5,0,1,0,2,0,0,0.222222222,"Christian Arroyo","16434",624414
"Ryan O'Hearn","PIT","ST",32,14,31,40,10,6,2,0,2,3,9,7,0,9,1,1,0,0,0,0,0.322580645,"Ryan O'Hearn","16442",656811
"Rhys Hoskins","CLE","ST",33,10,30,35,7,3,1,0,3,5,8,5,0,13,0,0,0,0,0,0,0.233333333,"Rhys Hoskins","16472",656555
"Isiah Kiner-Falefa","BOS","ST",31,14,33,38,13,11,2,0,0,3,2,4,0,1,1,0,0,1,3,1,0.393939393,"Isiah Kiner-Falefa","16512",643396
"Mauricio Dubón","ATL","ST",31,13,35,38,11,6,4,0,1,5,6,3,0,9,0,0,0,0,1,0,0.314285714,"Mauricio Dubon","16530",643289
"Danny Jansen","TEX","ST",31,11,30,34,6,1,4,0,1,3,7,3,0,8,0,1,0,1,0,0,0.2,"Danny Jansen","16535",643376
"Connor Joe","SEA","ST",33,17,41,46,15,7,6,1,1,8,6,4,0,11,1,0,0,1,0,0,0.365853658,"Connor Joe","16572",656582
"Lane Thomas","KCR","ST",30,13,38,43,11,6,1,2,2,8,12,4,0,17,0,1,0,1,2,0,0.289473684,"Lane Thomas","16939",657041
