Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Anthony Maldonado","HOU","ST",28,1,0,2.8421066897074496,6,0,0,0,1,2,0,6.1,22,3,2,2,1,1,0,0,0,0,2,"Anthony Maldonado","26034",687424
"Andre Pallante","STL","ST",27,0,0,2.5714285714285716,4,4,0,0,0,0,0,14,54,8,4,4,1,5,0,1,2,0,11,"Andre Pallante","26108",669467
"Blas Castaño","SEA","ST",27,0,1,9,5,0,0,0,0,0,1,5,23,4,5,5,1,3,0,1,0,1,3,"Blas Castano","26117",680604
"Amos Willingham","HOU","ST",27,0,3,10.5,6,0,0,0,0,1,1,6,32,9,9,7,1,4,0,0,0,0,10,"Amos Willingham","26128",686294
"Jack Little","DET","ST",28,0,0,4,7,0,0,0,0,0,2,9,39,7,6,4,1,4,0,1,0,0,9,"Jack Little","26152",669193
"Kade Strowd","ARI","ST",28,0,1,10.565213010533785,8,0,0,0,0,0,2,7.2,40,11,10,9,2,5,0,0,1,0,9,"Kade Strowd","26191",669704
"Caleb Kilian","SFG","ST",29,1,0,1.2272732592813576,7,0,0,0,0,0,0,7.1,29,6,1,1,0,1,0,0,0,0,7,"Caleb Kilian","26213",668873
"Chris Murphy","CHW","ST",28,1,0,2.4545454545454546,5,1,0,0,1,1,1,11,43,10,3,3,1,2,0,0,3,0,11,"Chris Murphy","26214",669684
"Jackson Rutledge","WSN","ST",27,1,0,2.8421066897074496,7,0,0,0,0,1,2,6.1,25,2,3,2,1,4,0,0,1,0,7,"Jackson Rutledge","26215",671131
"Ryan Pepiot","TBR","ST",28,0,0,0.9,3,3,0,0,0,0,0,10,45,6,2,1,1,9,0,0,0,0,7,"Ryan Pepiot","26221",686752
"Orlando Ribalta","WSN","ST",28,1,0,1.4210533448537248,6,0,0,0,1,0,0,6.1,25,4,1,1,1,1,0,1,0,0,6,"Orlando Ribalta","26247",687377
"Ryne Nelson","ARI","ST",28,2,1,4.5,4,4,0,0,0,0,0,12,46,9,6,6,3,2,0,0,0,0,16,"Ryne Nelson","26253",669194
"Hunter Bigge","TBR","ST",28,0,0,1.588234403142142,5,0,0,0,0,0,2,5.2,20,2,1,1,1,2,0,0,0,0,9,"Hunter Bigge","26259",685801
"Drey Jameson","ARI","ST",28,0,1,8.437505029144901,5,1,0,0,0,0,3,5.1,28,8,6,5,0,5,0,0,0,0,5,"Drey Jameson","26260",686753
"Nick Lodolo","CIN","ST",28,1,1,5.92682788969182,4,4,0,0,0,0,0,13.2,62,17,10,9,3,3,0,1,0,0,18,"Nick Lodolo","26378",666157
"Alek Manoah","LAA","ST",28,0,2,9.391306294836436,5,5,0,0,0,0,0,15.1,76,23,16,16,5,14,0,0,2,0,13,"Alek Manoah","26410",666201
"Cody Laweryson","MIN","ST",28,0,0,1.588234403142142,6,0,0,0,0,0,1,5.2,23,5,1,1,1,1,0,0,0,0,5,"Cody Laweryson","26429",689520
"Ryan Gusto","MIA","ST",27,0,0,4.655170882925203,4,1,0,0,0,0,0,9.2,43,12,5,5,2,2,0,0,1,0,7,"Ryan Gusto","26440",687473
"Trevor McDonald","SFG","ST",25,0,0,3.272727272727273,5,1,0,0,0,0,1,11,43,8,4,4,3,2,0,1,0,0,12,"Trevor McDonald","26448",686790
"Jayden Murray","HOU","ST",29,0,1,7.5,5,0,0,0,0,1,1,6,29,5,5,5,1,5,0,1,0,0,7,"Jayden Murray","26482",681151
"Angel Chivilli","NYY","ST",23,1,2,12.913038123985737,8,0,0,0,1,1,0,7.2,38,11,11,11,3,2,0,1,0,0,10,"Angel Chivilli","26790",683409
"Edgardo Henriquez","LAD","ST",24,0,0,7.714285714285714,8,0,0,0,1,1,3,7,32,6,7,6,1,4,0,2,0,0,6,"Edgardo Henriquez","26944",683618
"Garrett Crochet","BOS","ST",27,1,1,5.785716256317499,3,3,0,0,0,0,0,9.1,37,9,6,6,1,1,0,1,1,0,5,"Garrett Crochet","27463",676979
"Reid Detmers","LAA","ST",26,0,1,7.269228102893791,3,3,0,0,0,0,0,8.2,40,10,7,7,1,5,0,0,0,0,8,"Reid Detmers","27468",672282
"Emerson Hancock","SEA","ST",27,1,1,5.4,5,3,0,0,0,0,1,15,63,16,9,9,1,1,0,1,0,0,21,"Emerson Hancock","27470",676106
"Jared Shuster","STL","ST",27,1,1,9,2,1,0,0,0,1,0,5,24,8,5,5,2,1,0,0,0,0,5,"Jared Shuster","27472",694363
"Cade Cavalli","WSN","ST",27,0,1,0,3,3,0,0,0,0,0,9,32,1,1,0,0,2,0,2,1,0,9,"Cade Cavalli","27473",676917
"Max Meyer","MIA","ST",27,1,0,0,3,2,0,0,0,0,0,7,24,3,0,0,0,1,0,0,0,0,12,"Max Meyer","27474",676974
"Bryce Jarvis","ARI","ST",28,0,0,1.4210533448537248,6,0,0,0,1,0,2,6.1,26,4,1,1,0,1,0,1,1,0,5,"Bryce Jarvis","27477",686826
"Cole Wilcox","SEA","ST",26,0,0,4.90909303712543,7,0,0,0,0,0,3,7.1,31,6,4,4,0,4,0,0,1,0,9,"Cole Wilcox","27481",677961
"Landon Knack","LAD","ST",28,0,0,10.799994850161147,4,4,0,0,0,0,0,6.2,31,8,8,8,2,3,0,0,1,0,5,"Landon Knack","27487",689017
"Clayton Beeter","WSN","ST",27,1,0,0,6,0,0,0,0,0,1,5.1,22,3,3,0,0,2,0,0,1,0,10,"Clayton Beeter","27494",690925
"Spencer Strider","ATL","ST",27,2,0,3.2400012359623855,3,2,0,0,0,0,0,8.1,33,6,3,3,0,2,0,0,1,0,11,"Spencer Strider","27498",675911
"Slade Cecconi","CLE","ST",27,2,1,2.1315784124127406,4,4,0,0,0,0,0,12.2,49,13,3,3,1,3,0,0,1,0,14,"Slade Cecconi","27500",677944
"Kyle Hurt","LAD","ST",28,1,0,3.6818197778440727,7,0,0,0,0,0,3,7.1,30,6,3,3,1,2,0,0,1,0,12,"Kyle Hurt","27514",669165
"Jared Koenig","MIL","ST",32,1,0,6.352937612568568,7,0,0,0,0,1,1,5.2,26,9,4,4,0,2,0,0,2,0,7,"Jared Koenig","27517",657649
"Graham Ashcraft","CIN","ST",28,0,0,12.705875225137136,6,0,0,0,0,0,3,5.2,27,7,8,8,2,3,0,0,1,0,8,"Graham Ashcraft","27552",668933
"Carmen Mlodzinski","PIT","ST",27,2,0,2.918919671269925,4,3,0,0,0,1,0,12.1,56,15,5,4,1,2,0,2,2,0,14,"Carmen Mlodzinski","27572",669387
"Garrett Acton","MIA","ST",28,0,0,0,6,0,0,0,0,1,2,5.1,20,0,1,0,0,4,0,0,1,0,6,"Garrett Acton","27583",670183
"Logan Allen","CLE","ST",27,0,1,9.391300453807808,3,3,0,0,0,0,0,7.2,37,11,8,8,2,6,0,0,0,0,7,"Logan Allen","27589",671106
"Jake Eder","WSN","ST",27,0,0,2.6999987125402867,3,2,0,0,0,1,0,6.2,29,6,4,2,1,6,0,0,0,0,6,"Jake Eder","27590",671109
"Eric Orze","MIN","ST",28,0,0,6.749996781350717,7,0,0,0,0,2,0,6.2,32,6,5,5,1,6,0,0,0,0,8,"Eric Orze","27626",679358
"Connor Phillips","CIN","ST",25,0,0,7.875,8,0,0,0,0,0,3,8,36,7,7,7,1,6,0,0,0,0,9,"Connor Phillips","27649",683175
"Christian Roa","HOU","ST",27,0,0,1.038461157556256,8,0,0,0,0,0,3,8.2,33,5,1,1,1,0,0,2,0,0,12,"Christian Roa","27662",685005
"Brandon Eisert","CHW","ST",28,0,0,3,8,0,0,0,0,0,3,9,36,9,3,3,2,2,0,0,0,0,12,"Brandon Eisert","27668",685126
"Tanner Gordon","COL","ST",28,1,0,1.6363636363636365,4,3,0,0,0,0,0,11,43,8,2,2,1,2,0,0,0,1,12,"Tanner Gordon","27669",685299
"Ken Waldichuk","WSN","ST",28,1,0,1.038461157556256,4,0,0,0,0,1,0,8.2,36,7,2,1,0,5,0,0,0,0,8,"Ken Waldichuk","27681",686610
"Jack Kochanowicz","LAA","ST",25,0,0,1.9756092965639402,4,3,0,0,0,0,1,13.2,53,11,3,3,2,4,0,0,0,0,11,"Jack Kochanowicz","27688",686799
"Justin Sterner","ATH","ST",29,0,1,6,6,0,0,0,0,0,0,6,25,4,4,4,0,3,0,0,1,0,8,"Justin Sterner","27694",686993
"Brent Headrick","NYY","ST",28,2,0,2.6999987125402867,6,0,0,0,0,0,1,6.2,29,8,2,2,1,1,0,0,0,0,12,"Brent Headrick","27702",687396
"Mitch Spence","KCR","ST",28,0,1,10.285714285714286,3,2,0,0,0,0,1,7,33,11,8,8,2,1,0,2,0,0,2,"Mitch Spence","27707",687765
"Mick Abel","MIN","ST",24,0,2,2,5,5,0,0,0,0,0,18,66,12,4,4,1,3,0,0,0,0,23,"Mick Abel","27756",690953
"Kyle Harrison","MIL","ST",24,0,2,7.448273412680326,3,3,0,0,0,0,0,9.2,47,12,12,8,4,3,0,1,0,0,15,"Kyle Harrison","27758",690986
"Yosver Zulueta","SEA","ST",28,1,0,0,7,0,0,0,0,0,1,7,25,2,0,0,0,2,0,0,0,0,10,"Yosver Zulueta","27765",691172
"Eury Pérez","MIA","ST",23,0,1,6.517239236095285,4,4,0,0,0,0,0,9.2,41,9,7,7,3,6,0,0,1,0,15,"Eury Perez","27768",691587
"Bryce Elder","ATL","ST",27,0,0,4.7250011265280545,4,4,0,0,0,0,0,13.1,53,12,7,7,0,5,0,1,2,0,12,"Bryce Elder","27779",693821
"Brandon Pfaadt","ARI","ST",27,0,0,0.9,3,3,0,0,0,0,0,10,38,3,1,1,0,3,0,1,0,0,11,"Brandon Pfaadt","27782",694297
"Zach Brzykcy","MIA","ST",26,1,0,0,5,0,0,0,1,0,1,5,17,4,0,0,0,0,0,0,0,0,5,"Zach Brzykcy","27783",694350
"Will Klein","LAD","ST",26,1,0,1.173912556725976,8,0,0,0,0,0,5,7.2,31,5,3,1,1,1,0,0,1,0,8,"Will Klein","27787",694361
"Cade Smith","CLE","ST",27,1,0,0,5,0,0,0,0,0,2,5,15,1,0,0,0,0,0,0,0,0,5,"Cade Smith","27867",671922
"J.T. Ginn","ATH","ST",27,1,3,9.450002253056109,5,4,0,0,0,1,0,13.1,60,14,14,14,2,7,0,3,0,0,14,"J.T. Ginn","27889",669372
"Ian Seymour","TBR","ST",27,0,0,2.189189753452444,5,0,0,0,0,0,1,12.1,45,7,3,3,0,3,0,0,0,0,13,"Ian Seymour","27932",693855
"Bradgley Rodriguez","SDP","ST",22,0,0,1.038461157556256,9,0,0,0,0,0,2,8.2,34,3,1,1,0,5,0,1,0,0,10,"Bradgley Rodriguez","29107",699134
"River Ryan","LAD","ST",27,0,0,1.8620683531700815,4,1,0,0,0,0,1,9.2,36,5,2,2,1,4,0,1,0,0,12,"River Ryan","29514",689981
"Andre Granillo","WSN","ST",26,0,0,0,6,0,0,0,0,0,1,6.2,30,5,4,0,0,3,0,1,0,0,5,"Andre Granillo","29542",701552
"Joe Boyle","TBR","ST",26,1,2,3.724136706340163,4,2,0,0,0,1,0,9.2,47,8,7,4,0,8,0,0,0,0,16,"Joe Boyle","29608",671212
"Kyle Backhus","PHI","ST",28,1,0,0,6,0,0,0,0,0,3,6,22,4,0,0,0,1,0,0,0,0,6,"Kyle Backhus","29615",679775
"Matt Svanson","STL","ST",27,3,0,1.125,7,0,0,0,0,0,2,8,31,5,1,1,1,1,0,1,0,0,7,"Matt Svanson","29629",694335
"Andrew Hoffmann","ARI","ST",26,1,0,2.5714285714285716,7,0,0,0,0,2,2,7,28,6,2,2,0,3,0,0,0,0,10,"Andrew Hoffmann","29633",694851
"Sam Bachman","LAA","ST",26,0,0,1.0800004119874618,6,0,0,0,0,0,4,8.1,37,7,1,1,0,5,0,1,0,0,15,"Sam Bachman","29754",696147
"Mason Montgomery","PIT","ST",26,0,0,3,6,0,0,0,1,0,1,6,27,6,2,2,0,3,0,0,0,0,9,"Mason Montgomery","29770",682254
"Robert Gasser","MIL","ST",27,0,1,9.947373413976074,3,3,0,0,0,0,0,6.1,29,9,7,7,3,3,0,0,0,0,7,"Robert Gasser","29812",688107
"Jackson Wolf","SDP","ST",27,0,1,2.382353609408662,7,0,0,0,0,0,1,11.1,46,7,3,3,0,6,0,0,0,0,8,"Jackson Wolf","29832",680232
"Emmet Sheehan","LAD","ST",26,1,0,4.5,2,2,0,0,0,0,0,6,29,5,3,3,1,4,0,1,0,0,6,"Emmet Sheehan","29839",686218
"Ryan Bergert","KCR","ST",26,0,2,6.517239236095285,4,4,0,0,0,0,0,9.2,42,11,7,7,5,3,0,1,1,0,8,"Ryan Bergert","29863",686701
"Bubba Chandler","PIT","ST",23,1,1,6.545454545454546,4,3,0,0,0,0,0,11,49,5,8,8,2,11,0,0,0,0,17,"Bubba Chandler","29868",696149
"Michael McGreevy","STL","ST",25,3,0,2.7000006437303172,4,4,0,0,0,0,0,13.1,56,13,4,4,2,2,0,1,0,0,11,"Michael McGreevy","29869",700241
"Sean Burke","CHW","ST",26,0,2,4.973682962296395,4,3,0,0,0,0,0,12.2,55,12,7,7,2,5,0,1,0,0,10,"Sean Burke","29878",680732
"Andrew Abbott","CIN","ST",27,1,3,13.846153846153847,5,5,0,0,0,0,0,13,69,24,20,20,5,7,0,1,0,0,17,"Andrew Abbott","29911",671096
"Andrew Alvarez","WSN","ST",27,0,1,2,3,2,0,0,0,0,1,9,38,5,2,2,1,5,0,1,2,0,11,"Andrew Alvarez","29914",674841
"Spencer Arrighetti","HOU","ST",26,0,1,6.75,3,0,0,0,0,0,1,8,34,5,6,6,2,5,0,1,0,0,12,"Spencer Arrighetti","29921",681293
"Dylan Dodd","ATL","ST",28,1,0,3,6,0,0,0,0,1,1,9,36,10,3,3,2,2,0,0,0,0,9,"Dylan Dodd","29928",689266
"Grant Hartwig","MIN","ST",28,1,1,9.81818607425086,7,0,0,0,0,1,0,7.1,33,7,9,8,2,2,0,4,0,0,3,"Grant Hartwig","29946",701643
"Jordan Leasure","CHW","ST",27,0,0,1.2857142857142858,7,0,0,0,1,0,2,7,28,5,1,1,1,2,0,0,1,0,7,"Jordan Leasure","29950",673929
"Joe Rock","TBR","ST",25,0,0,1.8,5,0,0,0,0,0,1,5,23,3,1,1,0,6,0,0,1,0,9,"Joe Rock","30016",697812
"Julian Aguiar","CIN","ST",25,1,1,7.5,3,0,0,0,0,2,0,6,26,8,5,5,2,1,0,0,0,1,8,"Julian Aguiar","30031",687924
"Cade Povich","BAL","ST",26,0,0,4.320001647949847,3,3,0,0,0,0,0,8.1,34,3,4,4,1,7,0,0,0,0,6,"Cade Povich","30055",700249
"Chase Silseth","LAA","ST",26,0,0,8.217387897081833,7,0,0,0,0,0,1,7.2,38,11,7,7,1,4,0,1,1,0,12,"Chase Silseth","30074",681217
"Landen Roupp","SFG","ST",27,0,2,4.153846153846154,5,4,0,0,0,0,1,13,55,11,6,6,1,7,0,0,0,0,15,"Landen Roupp","30076",694738
"Carson Seymour","SFG","ST",27,3,0,3.483872039509447,5,1,0,0,0,1,0,10.1,44,8,5,4,0,3,0,2,0,0,9,"Carson Seymour","30084",693313
"Ben Casparius","LAD","ST",27,1,0,2.8421066897074496,6,0,0,0,0,1,2,6.1,27,1,2,2,1,7,0,0,0,0,9,"Ben Casparius","30085",676508
"Mike Vasil","CHW","ST",26,2,0,1.6363636363636365,4,2,0,0,0,0,1,11,48,9,2,2,0,8,0,1,1,0,9,"Mike Vasil","30105",678024
"Christian Scott","NYM","ST",27,0,1,4.5,2,0,0,0,0,0,1,6,27,6,3,3,1,4,0,0,2,0,8,"Christian Scott","30107",681035
"Chad Patrick","MIL","ST",27,1,0,9.720003707887157,3,3,0,0,0,0,0,8.1,43,12,9,9,3,6,0,0,1,0,9,"Chad Patrick","30113",694477
"Gavin Williams","CLE","ST",26,1,1,5.684209099767308,4,4,0,0,0,0,0,12.2,56,14,10,8,2,2,0,1,0,0,16,"Gavin Williams","30122",668909
"Brant Hurter","DET","ST",27,0,1,3.2400012359623855,6,0,0,0,0,0,1,8.1,32,6,3,3,1,1,0,0,0,0,7,"Brant Hurter","30133",676428
"Tanner Bibee","CLE","ST",27,1,2,4.418182584274047,5,5,0,0,0,0,0,18.1,78,22,12,9,4,0,0,1,2,0,16,"Tanner Bibee","30134",676440
"Ty Madden","DET","ST",26,1,0,1.588234403142142,2,2,0,0,0,0,0,5.2,21,2,1,1,0,3,0,1,0,0,3,"Ty Madden","30140",680744
"Jack Leiter","TEX","ST",26,2,1,4.5,4,4,0,0,0,0,0,12,52,15,6,6,5,3,0,0,0,0,12,"Jack Leiter","30146",683004
"Richard Fitts","STL","ST",26,2,1,5.785716256317499,3,3,0,0,0,0,0,9.1,39,9,6,6,1,3,0,0,0,0,9,"Richard Fitts","30160",690916
"Carlos Rodriguez","MIL","ST",24,0,1,7,4,2,0,0,0,1,0,9,39,8,7,7,3,4,0,0,0,1,7,"Carlos Rodriguez","30161",692230
"Mason Black","KCR","ST",26,0,0,0,6,0,0,0,0,0,0,8,32,5,0,0,0,3,0,0,0,0,8,"Mason Black","30171",696131
"Will Warren","NYY","ST",27,1,1,1.7704920800775121,5,5,0,0,0,0,0,20.1,76,12,5,4,1,3,0,0,0,0,16,"Will Warren","30182",701542
"Noah Cameron","KCR","ST",26,0,1,6.1875,5,4,0,0,0,0,0,16,74,23,11,11,4,5,0,2,0,0,11,"Noah Cameron","30184",702070
"Spencer Bivens","SFG","ST",32,0,1,4.320001647949847,7,0,0,0,0,0,3,8.1,42,12,4,4,1,4,0,1,1,0,7,"Spencer Bivens","30226",702352
"Jack Dreyer","LAD","ST",27,0,0,7.2,6,0,0,0,0,0,1,5,24,6,5,4,0,2,0,0,0,0,7,"Jack Dreyer","30249",676263
"Jaden Hill","COL","ST",26,0,1,7.363639555688145,8,0,0,0,0,0,2,7.1,35,8,6,6,1,4,0,2,0,1,13,"Jaden Hill","30250",677955
"Bryan Woo","SEA","ST",26,0,0,4.695650226903904,3,3,0,0,0,0,0,7.2,30,7,4,4,0,1,0,0,0,0,10,"Bryan Woo","30279",693433
"Didier Fuentes","ATL","ST",21,2,0,0,3,1,0,0,0,0,0,9,27,0,0,0,0,0,0,1,0,0,17,"Didier Fuentes","30661",800311
"Luis Guerrero","TBR","ST",25,1,0,11.368426758829798,8,0,0,0,1,2,1,6.1,41,13,15,8,4,7,0,0,0,0,8,"Luis Guerrero","31184",692285
"Justin Wrobleski","LAD","ST",25,1,1,5.400002059937309,4,3,0,0,0,0,0,8.1,34,7,5,5,0,2,0,1,1,0,7,"Justin Wrobleski","31204",680736
"Chris Roycroft","STL","ST",29,0,0,0,7,0,0,0,0,0,4,7,25,6,0,0,0,1,0,0,0,0,6,"Chris Roycroft","31261",688297
"Colton Gordon","HOU","ST",27,1,0,1.68750100582898,3,2,0,0,0,1,0,5.1,21,4,1,1,1,3,0,0,0,0,2,"Colton Gordon","31312",676467
"Max Scherzer","TOR","ST",41,0,0,0,2,2,0,0,0,0,0,8.2,30,2,0,0,0,3,0,0,0,0,6,"Max Scherzer","3137",453286
"Jack Perkins","ATH","ST",26,2,1,4,5,3,0,0,0,0,0,9,43,9,4,4,1,7,0,1,0,0,7,"Jack Perkins","31468",678022
"Michael Darrell-Hicks","PIT","ST",28,1,1,5.4,5,0,0,0,0,0,1,5,21,4,4,3,1,1,0,0,0,0,4,"Michael Darrell-Hicks","31501",690382
"Zach Agnos","COL","ST",25,0,0,3.2400012359623855,8,2,0,0,0,0,1,8.1,31,6,3,3,1,1,0,0,0,0,9,"Zach Agnos","31552",688642
"Mason Fluharty","TOR","ST",24,0,0,1.588234403142142,5,0,0,0,0,0,1,5.2,22,5,1,1,0,0,0,0,0,0,8,"Mason Fluharty","31553",689254
"Paul Gervase","LAD","ST",26,0,0,2.8928581281587493,8,0,0,0,0,0,3,9.1,37,7,3,3,1,1,0,1,0,0,11,"Paul Gervase","31571",801434
"Zach Maxwell","CIN","ST",25,1,0,4.90909303712543,8,0,0,0,1,2,1,7.1,36,8,5,4,1,6,0,0,2,0,12,"Zach Maxwell","31610",687209
"David Morgan","SDP","ST",26,0,0,1.2857142857142858,7,0,0,0,1,0,0,7,26,6,1,1,0,2,0,0,2,0,5,"David Morgan","31616",688158
"Jacob Misiorowski","MIL","ST",24,1,0,3.6818197778440727,2,1,0,0,0,0,1,7.1,30,6,3,3,1,3,0,0,0,0,12,"Jacob Misiorowski","31623",694819
"Carson Whisenhunt","SFG","ST",25,0,1,9.642860427195831,4,2,0,0,0,1,1,9.1,44,8,10,10,0,8,0,0,0,0,14,"Carson Whisenhunt","31676",687931
"Shane Smith","CHW","ST",26,1,0,9.81818607425086,3,3,0,0,0,0,0,7.1,37,9,9,8,2,6,0,2,0,0,4,"Shane Smith","31687",681343
"Blade Tidwell","SFG","ST",25,0,1,9.449995493891004,5,1,0,0,0,0,0,6.2,35,9,7,7,0,6,0,0,1,0,13,"Blade Tidwell","31701",694918
"Jonathan Cannon","CHW","ST",25,1,0,4.090909090909091,4,1,0,0,0,1,1,11,47,11,5,5,2,5,0,2,0,0,10,"Jonathan Cannon","31730",686563
"Mason Barnett","ATH","ST",25,1,1,4.90909303712543,3,3,0,0,0,0,0,7.1,32,8,4,4,2,5,0,0,1,0,6,"Mason Barnett","31741",686930
"AJ Blubaugh","HOU","ST",25,1,0,1.038461157556256,5,0,0,0,0,0,2,8.2,34,7,1,1,0,2,0,0,0,0,7,"AJ Blubaugh","31764",805123
"Cade Gibson","MIA","ST",28,0,0,4.695650226903904,6,1,0,0,0,1,1,7.2,33,7,4,4,1,3,0,1,0,0,10,"Cade Gibson","31815",806188
"Zebby Matthews","MIN","ST",26,0,2,5.7272727272727275,3,2,0,0,0,0,0,11,50,12,9,7,0,4,0,0,3,0,9,"Zebby Matthews","31827",805673
"Kodai Senga","NYM","ST",33,1,0,1.8620683531700815,3,3,0,0,0,0,0,9.2,35,6,2,2,2,1,0,0,0,0,11,"Kodai Senga","31838",673540
"Kumar Rocker","TEX","ST",26,1,1,4.263156824825481,4,3,0,0,0,0,1,12.2,53,13,6,6,1,3,0,1,0,0,14,"Kumar Rocker","31843",677958
"Cade Horton","CHC","ST",24,1,1,5.906248239800859,3,2,0,0,0,0,0,10.2,46,9,7,7,3,4,0,0,0,0,14,"Cade Horton","31872",690990
"Troy Taylor","SEA","ST",24,0,1,13.50000804663184,6,0,0,0,0,1,1,5.1,28,9,8,8,3,3,0,1,1,0,5,"Troy Taylor","31883",700187
"Logan VanWey","HOU","ST",27,0,2,4.5,7,0,0,0,0,1,1,8,34,9,5,4,1,2,0,0,0,0,10,"Logan VanWey","31884",701121
"Hayden Harris","ATL","ST",27,0,0,1.8,5,0,0,0,0,0,2,5,22,4,1,1,1,2,0,1,0,0,12,"Hayden Harris","31913",802686
"Brad Lord","WSN","ST",26,0,1,2.189189753452444,5,1,0,0,0,2,0,12.1,50,11,4,3,0,3,0,1,1,0,8,"Brad Lord","31972",695418
"Parker Messick","CLE","ST",25,2,0,3.6,4,3,0,0,0,0,0,15,62,13,6,6,4,4,0,0,0,0,11,"Parker Messick","31986",800048
"Thomas Harrington","PIT","ST",24,0,0,1.5,2,0,0,0,1,0,1,6,23,3,1,1,1,3,0,0,0,0,2,"Thomas Harrington","31989",802419
"Cam Schlittler","NYY","ST",25,2,0,1.5,2,2,0,0,0,0,0,6,23,4,1,1,0,1,0,0,0,0,10,"Cam Schlittler","32095",693645
"Luis Morales","ATH","ST",23,2,2,7.163266700290505,5,4,0,0,0,0,0,16.1,78,20,14,13,3,10,0,0,1,0,15,"Luis Morales","32227",806960
"Hunter Barco","PIT","ST",25,1,0,2.8928581281587493,4,2,0,0,0,0,0,9.1,39,5,4,3,0,6,0,1,0,0,12,"Hunter Barco","33174",682995
"Craig Yoho","MIL","ST",26,1,0,3.6,5,0,0,0,0,1,1,5,24,6,3,2,0,2,0,0,0,0,6,"Craig Yoho","33248",684974
"Chase Dollander","COL","ST",24,1,1,6.428571428571429,5,4,0,0,0,1,0,14,66,18,11,10,0,7,0,3,1,0,10,"Chase Dollander","33482",801403
"Brandyn Garcia","ARI","ST",26,0,1,13.50000804663184,8,0,0,0,0,0,2,5.1,33,5,11,8,0,7,0,4,0,0,5,"Brandyn Garcia","33568",805299
"Mitch Farris","LAA","ST",25,0,1,18,3,1,0,0,1,0,0,6,32,12,12,12,1,2,0,1,1,0,8,"Mitch Farris","33628",815083
"Connelly Early","BOS","ST",24,0,0,1.588235294117647,5,4,0,0,0,0,1,17,68,11,4,3,0,5,0,2,1,0,16,"Connelly Early","33666",813349
"Philip Abner","ARI","ST",24,1,0,4.153844630225024,8,0,0,0,0,1,3,8.2,36,6,4,4,2,4,0,1,0,0,11,"Philip Abner","33821",691769
"Shota Imanaga","CHC","ST",32,2,1,4.846153846153846,4,4,0,0,0,0,0,13,54,13,7,7,5,1,0,0,0,0,13,"Shota Imanaga","33829",684007
"Brandon Sproat","MIL","ST",25,0,1,5,3,2,0,0,0,0,1,9,37,10,5,5,1,2,0,0,0,0,10,"Brandon Sproat","33850",687075
"Rhett Lowder","CIN","ST",24,0,1,3.75,4,3,0,0,0,0,1,12,55,13,8,5,0,6,0,0,0,0,15,"Rhett Lowder","33876",695076
"Grant Taylor","CHW","ST",24,0,1,5.86956278362988,7,1,0,0,0,1,2,7.2,37,11,6,5,0,4,0,0,1,0,6,"Grant Taylor","33927",691799
"Roki Sasaki","LAD","ST",24,1,0,13.499993562701434,3,3,0,0,0,0,0,6.2,38,9,10,10,2,9,0,0,0,0,10,"Roki Sasaki","35323",808963
"Ryan Johnson","LAA","ST",23,2,0,3.779999279022354,5,2,0,0,0,1,1,16.2,72,15,7,7,1,4,0,1,1,0,18,"Ryan Johnson","35325",696270
"Chase Burns","CIN","ST",23,1,1,5.25,5,5,0,0,0,0,0,12,52,10,7,7,2,7,0,0,1,0,15,"Chase Burns","35333",695505
"Payton Tolle","BOS","ST",23,0,0,2.5312492456289393,4,1,0,0,0,0,1,10.2,43,8,3,3,1,1,0,3,1,0,13,"Payton Tolle","35466",801139
"Liam Hendriks","MIN","ST",37,0,1,3.857142857142857,7,0,0,0,0,0,2,7,35,9,3,3,0,5,0,1,2,0,5,"Liam Hendriks","3548",521230
"Ryan Brasier","TEX","ST",38,0,0,7.363639555688145,8,0,0,0,0,0,3,7.1,34,12,7,6,1,0,0,0,0,0,2,"Ryan Brasier","5615",518489
"Albert Suárez","BAL","ST",36,3,1,7.593747736886818,4,2,0,0,0,0,0,10.2,52,16,10,9,3,5,0,0,0,0,9,"Albert Suarez","6175",544150
"Carlos Carrasco","ATL","ST",39,2,1,12.789480103683523,3,3,0,0,0,0,0,6.1,32,11,9,9,3,1,0,1,0,0,7,"Carlos Carrasco","6632",471911
"Craig Kimbrel","NYM","ST",38,0,0,4.5,6,0,0,0,0,0,1,6,27,4,3,3,0,5,0,2,0,0,5,"Craig Kimbrel","6655",518886
"Martín Pérez","ATL","ST",35,0,0,2.842104549883654,4,1,0,0,1,1,1,12.2,55,13,5,4,2,3,0,2,0,0,10,"Martin Perez","6902",527048
"Luis García","NYM","ST",39,0,0,0,5,0,0,0,0,0,0,5,18,1,1,0,0,1,0,0,0,0,3,"Luis Garcia","6984",472610
"Hunter Strickland","LAA","ST",37,1,0,1.8,5,0,0,0,0,0,3,5,19,5,1,1,0,0,0,0,0,0,2,"Hunter Strickland","7836",519326
"Justin Verlander","DET","ST",43,0,0,5.4,3,3,0,0,0,0,0,10,43,9,6,6,5,4,0,0,0,0,15,"Justin Verlander","8700",434378
"Nathan Eovaldi","TEX","ST",36,1,1,4.1086965039909416,4,4,0,0,0,0,0,15.1,64,16,7,7,3,2,0,0,0,0,16,"Nathan Eovaldi","9132",543135
