Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Alan Trejo",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.217979,0.0558355,0.25952,0.215149,0.266281,0.346904,0.268333,0.613185,0.128925,3.21551,0.274653,,-0.00170174,0.0818472,-0.0363105,70.7934,-0.00170174,0.00816758,-0.03612506145145744,0.008167584426701069,0.000662029,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Alan Trejo","20056",676701
"Connor McGinnis","NYY",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.210738,0.0869453,0.271805,0.319882,0.285086,0.333094,0.274965,0.61818,0.122356,3.9522,0.273897,,-0.000764074,0.0872325,-0.0309252,75.0854,-0.000764074,0.00213886,-0.030128794023767114,0.002138857962563634,0.000658709,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Connor McGinnis","sa3059979",821296
"Dariel Ramon","TOR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.208374,0.0838703,0.257413,0.325821,0.285691,0.308444,0.267221,0.594136,0.10007,4.4804,0.273009,,0.000428471,0.0809447,-0.037213,69.2259,0.000428471,0.00784248,-0.035842359851812944,0.007842478342354298,0.000657691,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Dariel Ramon","sa3022236",814748
"Yandel Ricardo","KCR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.223062,0.0557588,0.263933,0.211262,0.274292,0.343487,0.271035,0.617779,0.120425,7.08305,0.291235,,0.0022229,0.0840413,-0.0341164,68.2329,0.0022229,0.0072165,-0.03521836968138814,0.007216504774987698,0.000657488,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Yandel Ricardo","sa3024305",815902
"Callan Moss","PIT",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.225268,0.0876357,0.27454,0.31921,0.298825,0.350913,0.287989,0.649738,0.125646,3.70252,0.296827,,-0.00174595,0.0978067,-0.020351,79.9122,-0.00174595,-0.00262224,-0.02542178926523775,-0.0026222390588372946,0.000653174,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Callan Moss","sa3025392",801978
"Carter Trice","CHC",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.189465,0.103012,0.342493,0.300771,0.278407,0.333248,0.2728,0.611655,0.143783,5.03769,0.266168,,0.00148199,0.0854742,-0.0326835,74.254,0.00148199,0.00213886,-0.02903231990057975,0.002138857962563634,0.000651355,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Carter Trice","sa3022661",807714
"Trenton Brooks",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.217269,0.106876,0.21095,0.506642,0.304641,0.340476,0.288319,0.645117,0.123207,2.86622,0.258207,,-0.000566834,0.0980742,-0.0200835,86.8315,-0.000566834,-0.01072,-0.016174269723705947,-0.010719954036176205,0.000651277,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Trenton Brooks","19384",670092
"Jackson Castillo","NYY",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.212122,0.0926906,0.254949,0.363565,0.288284,0.322916,0.273183,0.6112,0.110794,4.34906,0.27226,,0.000595014,0.085785,-0.0323727,73.8573,0.000595014,0.00213886,-0.030217247956898063,0.002138857962563634,0.000649659,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jackson Castillo","sa3023111",814431
"Adam Zebrowski","ATL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.204373,0.0639189,0.327845,0.194967,0.26199,0.338628,0.264223,0.600619,0.134255,2.43512,0.27943,,-0.0010458,0.0785104,-0.0396474,66.1152,-0.0010458,0.014259,-0.041206311085261405,0.01425904966890812,0.00064585,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Adam Zebrowski","sa3017221",700845
"Joshua Palacios",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.235936,0.0795192,0.223755,0.355385,0.306717,0.373261,0.299421,0.679978,0.137324,4.1142,0.283516,,-0.00116877,0.107088,-0.0110693,90.5468,-0.00116877,-0.0158275,-0.01231050118803978,-0.015827545896172523,0.000643555,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Joshua Palacios","19818",641943
"Diego Velasquez","SFG",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.232262,0.0812818,0.19675,0.413122,0.303243,0.31223,0.276869,0.615472,0.0799683,3.80907,0.285194,,-0.00114656,0.0887779,-0.0293798,77.6425,-0.00114656,0.000657342,-0.027644796180538833,0.0006573420250788331,0.000641738,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Diego Velasquez","sa3016144",694196
"J.R. Freethy","TOR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.203042,0.106324,0.27587,0.385411,0.301019,0.308103,0.27677,0.609122,0.105061,3.42343,0.27402,,-0.00179239,0.088698,-0.0294597,75.8042,-0.00179239,0.00213886,-0.030309931258670986,0.002138857962563634,0.000640176,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"J.R. Freethy","sa3025310",701540
"Julio E. Rodriguez",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.210389,0.0691903,0.246466,0.28073,0.272604,0.327132,0.265912,0.599736,0.116742,2.53353,0.260172,,-0.000832737,0.0798817,-0.038276,64.7036,-0.000832737,0.014259,-0.04243361618136987,0.01425904966890812,0.000639819,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Julio E. Rodriguez","sa917669",667372
"Luke Pelzer","KCR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.235514,0.0922161,0.213463,0.432,0.313769,0.352305,0.29636,0.666074,0.116791,4.22625,0.288285,,-0.000607022,0.104603,-0.0135547,85.6785,-0.000607022,-0.0106943,-0.01748658949509263,-0.010694287717342377,0.000639173,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Luke Pelzer","sa3038960",804114
"Griffin Burkholder","PHI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.212384,0.059752,0.318847,0.1874,0.269256,0.357398,0.274189,0.626654,0.145014,4.36176,0.29041,,-0.000813292,0.0866022,-0.0315556,71.8029,-0.000813292,0.0072165,-0.03423263237345964,0.007216504774987698,0.000638805,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Griffin Burkholder","sa3025418",816120
"Michael Trautwein","CIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.19918,0.0912474,0.324872,0.280872,0.282087,0.32457,0.271336,0.606657,0.12539,3.50988,0.28177,,-0.00167151,0.0842854,-0.0338723,66.5786,-0.00167151,0.014259,-0.041282727499492466,0.01425904966890812,0.000638032,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Michael Trautwein","sa3017043",681114
"Leo Balcazar","CIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.234511,0.0519559,0.232052,0.223897,0.27942,0.352491,0.276823,0.631911,0.11798,2.75448,0.287082,,-0.00237314,0.088741,-0.0294167,70.338,-0.00237314,0.0104961,-0.037528754910454154,0.010496087372303009,0.000637112,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Leo Balcazar","sa3015798",699114
"Elijah Hainline","LAD",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.206376,0.105807,0.292396,0.361862,0.29964,0.324489,0.281122,0.62413,0.118113,4.51985,0.280405,,0.000861633,0.0922307,-0.025927,78.6716,0.000861633,-0.00262224,-0.02441691840067506,-0.0026222390588372946,0.000636448,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Elijah Hainline","sa3025157",809944
"Tucker Barnhart",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.206059,0.0866892,0.257352,0.336851,0.282483,0.291082,0.259566,0.573565,0.0850227,2.79728,0.272585,,-0.00109214,0.0747299,-0.0434278,64.7548,-0.00109214,0.0144231,-0.04263275989796966,0.014423086307942867,0.000636227,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Tucker Barnhart","10200",571466
"Colby Shade","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.207523,0.0790177,0.309149,0.255598,0.291181,0.309285,0.271121,0.600466,0.101762,6.728,0.298474,,0.00640776,0.0841114,-0.0340463,69.9709,0.00640776,0.00213886,-0.029182997532188892,0.002138857962563634,0.000635938,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Colby Shade","sa3023374",694974
"Cobb Hightower","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.213918,0.0802641,0.254249,0.315691,0.282917,0.320444,0.269134,0.603361,0.106526,4.25477,0.275084,,0.000168919,0.0824983,-0.0356594,73.6896,0.000168919,0.00393692,-0.031014386637252755,0.003936924040317535,0.000632529,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Cobb Hightower","sa3066025",826932
"Axiel Plaz","PIT",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.214575,0.0652111,0.282238,0.23105,0.278151,0.356566,0.279127,0.634717,0.141991,2.66894,0.276466,,-0.00129756,0.0906114,-0.0275463,74.9127,-0.00129756,0.00393692,-0.0310311964713037,0.003936924040317535,0.000630809,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Axiel Plaz","sa3018480",800208
"Aidan Smith","TBR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.206936,0.0817191,0.331555,0.246472,0.276672,0.341578,0.273299,0.61825,0.134642,5.69679,0.291665,,0.00414634,0.0858793,-0.0322784,71.9268,0.00414634,0.000657342,-0.02894114563241601,0.0006573420250788331,0.000628642,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Aidan Smith","sa3022611",806223
"Devin Mann","SFG",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.210476,0.0900444,0.259911,0.346443,0.293451,0.325883,0.277719,0.619334,0.115408,2.11343,0.272624,,-0.00203958,0.0894684,-0.0286893,78.2252,-0.00203958,0.000712953,-0.027847245568409562,0.0007129529840312898,0.000626715,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Devin Mann","sa3006869",669471
"Ariel Armas","CHC",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.209173,0.0678432,0.255946,0.265069,0.271918,0.312979,0.260542,0.584897,0.103806,3.78439,0.269735,,-0.000934553,0.0755218,-0.0426359,65.8568,-0.000934553,0.014259,-0.04140130523592234,0.01425904966890812,0.0006259,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ariel Armas","sa3025454",813666
"Starlyn Nunez","BOS",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.224558,0.0364279,0.266303,0.136791,0.258642,0.367458,0.27052,0.626101,0.142901,5.93864,0.285501,,0.00041348,0.0836236,-0.0345341,66.6991,0.00041348,0.0104961,-0.03883550385944545,0.010496087372303009,0.000622952,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Starlyn Nunez","sa3021216",808245
"Aiva Arquette","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.21948,0.0873161,0.267596,0.326298,0.292027,0.337873,0.279957,0.6299,0.118393,4.56115,0.286641,,0.000583254,0.0912856,-0.0268721,76.024,0.000583254,0.000657342,-0.027833294006995857,0.0006573420250788331,0.000622452,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Aiva Arquette","sa3026235",804109
"Livan Soto",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.217347,0.0908087,0.23388,0.388271,0.293718,0.302744,0.269136,0.596462,0.0853968,2.6672,0.278183,,-0.00252379,0.0824999,-0.0356578,71.3862,-0.00252379,0.00784248,-0.03624850232154131,0.007842478342354298,0.000616138,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Livan Soto","22471",670869
"Sammy Hernandez","STL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.207517,0.0679925,0.240784,0.28238,0.279063,0.301351,0.261284,0.580414,0.0938336,2.43208,0.264172,,-0.00208435,0.0761241,-0.0420336,66.7208,-0.00208435,0.014259,-0.0415271339006722,0.01425904966890812,0.000613026,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Sammy Hernandez","sa3020141",803679
"Ivan Luciano","ARI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.216573,0.0891053,0.266772,0.334012,0.290783,0.332128,0.277463,0.62291,0.115555,2.96706,0.283147,,-0.00119284,0.0892604,-0.0288973,74.6721,-0.00119284,0.00393692,-0.031211669091135263,0.003936924040317535,0.000612345,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ivan Luciano","sa3067397",813930
"TT Bowens",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.218134,0.0655593,0.321917,0.203653,0.275812,0.378543,0.284957,0.654354,0.160409,3.5781,0.294658,,-0.00114651,0.0953444,-0.0228133,82.2841,-0.00114651,-0.00641657,-0.022026765276677907,-0.006416573189198971,0.00061232,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"TT Bowens","sa3015107",688449
"Ricardo Genovés",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.203328,0.0725074,0.309479,0.234288,0.269781,0.324156,0.26378,0.593938,0.120828,1.88159,0.277864,,-0.00189012,0.0781511,-0.0400066,65.3698,-0.00189012,0.014259,-0.04270586383063346,0.01425904966890812,0.000611964,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ricardo Genoves","sa916844",665648
"Ryan Wrobleski",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.203778,0.0580772,0.299098,0.194174,0.264883,0.314492,0.257644,0.579375,0.110714,4.86966,0.276722,,0.00133706,0.0731691,-0.0449886,62.6004,0.00133706,0.014259,-0.042742735357023776,0.01425904966890812,0.000608192,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ryan Wrobleski","sa3020239",696141
"Gabriel Rodriguez","CLE",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.213053,0.0774418,0.26915,0.287728,0.281647,0.322987,0.269335,0.604634,0.109934,5.19149,0.280028,,0.00144022,0.0826613,-0.0354964,71.2633,0.00144022,0.00393692,-0.03242937661707401,0.003936924040317535,0.000607295,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Gabriel Rodriguez","sa3024645",821657
"Luis Guillorme",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.219721,0.112137,0.218395,0.513457,0.31009,0.299836,0.277651,0.609926,0.0801152,2.98397,0.278705,,-0.00193583,0.0894128,-0.0287449,76.3824,-0.00193583,0.00127533,-0.02977196278516203,0.001275329035706818,0.000606867,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Luis Guillorme","16451",641645
"Kyle Walker","HOU",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.212821,0.0798832,0.24893,0.320907,0.289809,0.319716,0.27336,0.609525,0.106895,4.67604,0.27242,,0.00066388,0.0859288,-0.0322289,73.4264,0.00066388,0.00213886,-0.030656245013233274,0.002138857962563634,0.000604744,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Kyle Walker","sa3044681",809143
"Jonathan Linares","LAA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.195913,0.0840522,0.318833,0.263624,0.274084,0.31447,0.263474,0.588555,0.118557,3.73043,0.273604,,-0.00138061,0.0779028,-0.0402549,64.8633,-0.00138061,0.014259,-0.042793362867087126,0.01425904966890812,0.000603012,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jonathan Linares","sa3018475",800200
"Colby Smelley",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.214535,0.0696203,0.261649,0.266083,0.281032,0.301893,0.261788,0.582925,0.0873579,2.69907,0.284867,,-0.00110816,0.0765339,-0.0416238,64.6228,-0.00110816,0.014259,-0.04280437564011663,0.01425904966890812,0.000601885,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Colby Smelley","sa3017797",702457
"Cole Messina","COL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.234013,0.0748893,0.215746,0.347118,0.297466,0.338742,0.282296,0.636208,0.104729,4.23494,0.289292,,-0.000534171,0.0931843,-0.0249734,65.3141,-0.000534171,0.014259,-0.041644135664682835,0.01425904966890812,0.000601055,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Cole Messina","sa3025359",701783
"Yeremi Villahermosa","LAA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.203051,0.0865733,0.296957,0.291534,0.278884,0.308927,0.263831,0.587811,0.105876,3.4289,0.277027,,-0.00174587,0.0781925,-0.0399652,65.109,-0.00174587,0.014259,-0.042868987773545086,0.01425904966890812,0.000595275,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Yeremi Villahermosa","sa3016096",691584
"Enrique Jimenez","MIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.207921,0.0859352,0.310545,0.276724,0.275841,0.347816,0.274715,0.623657,0.139895,2.81383,0.280033,,-0.00138183,0.0870289,-0.0311288,73.5337,-0.00138183,0.00393692,-0.032575448974967,0.003936924040317535,0.00059235,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Enrique Jimenez","sa3021091",806992
"Warming Bernabel",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.242996,0.0402107,0.175689,0.228874,0.27872,0.357745,0.277762,0.636465,0.114749,3.07963,0.276548,,-0.000781736,0.0895032,-0.0286545,75.8812,-0.000781736,0.00185368,-0.029367473733145744,0.0018536769784986973,0.000587887,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Warming Bernabel","26536",682653
"Mitch Jebb","PIT",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.236503,0.0817289,0.179734,0.454721,0.301061,0.314495,0.275426,0.615556,0.0779916,6.18851,0.285574,,0.00308373,0.0876064,-0.0305513,72.3772,0.00308373,0.00213886,-0.029654980869963765,0.002138857962563634,0.000587649,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Mitch Jebb","sa3022565",694991
"Boston Baro","NYM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.219434,0.0575145,0.243897,0.235814,0.265168,0.323607,0.258889,0.588776,0.104173,5.86276,0.278999,,0.00199612,0.0741802,-0.0439775,66.2337,0.00199612,0.0104961,-0.03802397125400603,0.010496087372303009,0.000586446,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Boston Baro","sa3022962",805951
"Colin Yeaman","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.209927,0.0825398,0.274824,0.300337,0.290471,0.325917,0.276149,0.616388,0.11599,3.49981,0.276788,,-0.00139292,0.0881938,-0.0299639,76.2172,-0.00139292,0.000712953,-0.029423710773698986,0.0007129529840312898,0.00058496,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Colin Yeaman","sa3060984",829649
"Justin DeCriscio","SDP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.213265,0.078249,0.243727,0.321051,0.282518,0.330495,0.272556,0.613013,0.11723,4.25761,0.265319,,0.000136813,0.0852762,-0.0328816,76.0333,0.000136813,0.000712953,-0.02826868240663316,0.0007129529840312898,0.000583597,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Justin DeCriscio","sa3030012",813664
"Cristian Hernandez","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.216817,0.0725183,0.276175,0.262581,0.274523,0.319076,0.263126,0.593599,0.10226,5.8009,0.291026,,0.00402541,0.0776198,-0.0405379,64.4937,0.00402541,0.0104961,-0.03805688954889774,0.010496087372303009,0.000583077,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Cristian Hernandez","sa3015696",694183
"Manuel Dos Passos","ATL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.204828,0.0779697,0.300399,0.259554,0.27724,0.312935,0.264136,0.590175,0.108107,2.85246,0.282564,,-0.0016149,0.0784397,-0.039718,66.0556,-0.0016149,0.014259,-0.04184605833142996,0.01425904966890812,0.000580396,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Manuel Dos Passos","sa3024344",821604
"Jonathan Vastine","SDP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.203016,0.0833755,0.304975,0.273385,0.274938,0.316614,0.264047,0.591551,0.113598,3.9841,0.278285,,-0.000142816,0.0783676,-0.0397901,70.2043,-0.000142816,0.00784248,-0.035456861965940334,0.007842478342354298,0.000577595,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jonathan Vastine","sa3044390",695570
"Jansel Luis","ARI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.238965,0.0342832,0.232858,0.147228,0.26853,0.357968,0.271302,0.626498,0.119003,7.30358,0.301003,,0.000188843,0.0842584,-0.0338993,70.4517,0.000188843,0.0072165,-0.03483202643110417,0.007216504774987698,0.000577479,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jansel Luis","sa3018508",800306
"Carlos Linarez","STL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.211261,0.0594235,0.333847,0.177996,0.261576,0.329364,0.259754,0.590941,0.118104,3.90599,0.302589,,-0.00120852,0.0748826,-0.0432752,65.6732,-0.00120852,0.014259,-0.041892878245562315,0.01425904966890812,0.000575606,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Carlos Linarez","sa3016346",701800
"Ryan Weingartner","STL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.201165,0.0965261,0.282667,0.341484,0.284785,0.305681,0.266242,0.590465,0.104516,4.83336,0.271255,,-0.000105181,0.0801497,-0.038008,70.1173,-0.000105181,0.00784248,-0.03552235755341826,0.007842478342354298,0.000570895,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ryan Weingartner","sa3044957",805550
"Cristofer Torin","ARI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.231092,0.0867416,0.203627,0.425982,0.300178,0.317883,0.276758,0.618061,0.0867913,4.29472,0.284877,,-0.00109223,0.0886879,-0.0294698,74.1891,-0.00109223,0.00393692,-0.03168353601358831,0.003936924040317535,0.000564067,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Cristofer Torin","sa3018938",800198
"Luis Ariza",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.205066,0.0670874,0.297555,0.225462,0.268785,0.321292,0.261972,0.590077,0.116227,3.56639,0.27767,,-0.000913137,0.0766833,-0.0414744,64.1245,-0.000913137,0.014259,-0.04319660144392401,0.01425904966890812,0.000561756,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Luis Ariza","sa3015791",699078
"Joe Hudson",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.183719,0.0940435,0.351197,0.26778,0.269475,0.305698,0.258959,0.575173,0.121978,3.26665,0.265556,,-0.000199956,0.0742366,-0.0439211,63.5061,-0.000199956,0.014259,-0.043212232063524425,0.01425904966890812,0.000560157,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Joe Hudson","14412",621529
"Ripken Reyes",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.198525,0.0773697,0.181544,0.426175,0.300214,0.269631,0.264785,0.569845,0.0711063,4.92872,0.241323,,-0.000955558,0.0789673,-0.0391904,70.7103,-0.000955558,0.00784248,-0.03566994046559557,0.007842478342354298,0.000555795,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ripken Reyes","sa3010159",685341
"Ronald Rosario","BOS",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.219366,0.0621623,0.258178,0.240773,0.273814,0.331513,0.267264,0.605327,0.112147,2.61848,0.280851,,-0.0013991,0.0809794,-0.0371783,64.4556,-0.0013991,0.014259,-0.04329228796996176,0.01425904966890812,0.000551966,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ronald Rosario","sa3015525",691385
"Eduardo Beltre","MIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.206483,0.0652338,0.314479,0.207434,0.265383,0.339748,0.266205,0.605131,0.133266,5.56364,0.281524,,0.00239963,0.0801202,-0.0380375,67.1648,0.00239963,0.0072165,-0.03630046756006777,0.007216504774987698,0.000546776,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Eduardo Beltre","sa3024928",815924
"Jace Bohrofen","TOR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.199096,0.0949029,0.319656,0.29689,0.283116,0.337274,0.276292,0.62039,0.138178,3.48741,0.273548,,-0.000847785,0.0883098,-0.0298479,75.4749,-0.000847785,0.000657342,-0.029753467184491456,0.0006573420250788331,0.000545532,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jace Bohrofen","sa3022653",690957
"Travis Swaggerty",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.220145,0.0923818,0.284094,0.32518,0.297191,0.350173,0.286755,0.647364,0.130027,5.77676,0.295636,,0.000134778,0.0968045,-0.0213532,85.3226,0.000134778,-0.0106943,-0.017260999768041074,-0.010694287717342377,0.000542717,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Travis Swaggerty","24491",680552
"Bennett Hostetler","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.206719,0.0633172,0.30387,0.208369,0.27297,0.313598,0.26188,0.586567,0.106879,4.39759,0.287139,,0.000839606,0.076608,-0.0415497,63.64,0.000839606,0.014259,-0.04225447407225147,0.01425904966890812,0.00053861,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Bennett Hostetler","sa3017120",702315
